level	word	german	english	freq_rank
B1	der Gedanke(4)	Lass uns einen Ausflug machen, damit du auf andere Gedanken kommst.	Let's take a trip so you can get your mind off things.	2870
B1	der Gedanke(5)	Sie ist ganz in Gedanken versunken.	She is lost in thought.	2870
B1	das Denkmal(1)	In dieser Stadt gibt es viele berühmte Denkmäler.	There are many famous monuments in this city.	13337
B1	die Daten(1)	Wir haben alle Ihre Daten im Computer.	We have all your data in the computer.	2059
B1	derselbe, dieselbe, dasselbe(1)	Mein Freund und ich gehen in dieselbe Schule.	My friend and I go to the same school.	3657
B1	das Dessert(1)	Nach dem Essen gab es noch ein leckeres Dessert.	After dinner, there was a delicious dessert.	8055
B1	deswegen(1)	Ich habe falsch geparkt. Deswegen habe ich einen Strafzettel bekommen.	I parked illegally, and that's why I got a ticket.	690
B1	das Detail(1)	Dieses Detail ist unwichtig.	This detail is unimportant.	5045
B1	das Detail(2)	Ich habe alles bis ins kleinste Detail vorbereitet.	I've prepared everything down to the smallest detail.	5045
B1	die Diät(1)	Ich möchte abnehmen. Deshalb mache ich eine Diät.	I want to lose weight, so I'm on a diet.	7579
B1	der Dialekt(1)	Ich verstehe dich besser, wenn du nicht Dialekt sprichst.	I understand you better when you don't speak dialect.	18195
B1	der Dialog(1)	Sie hören jetzt einen Dialog.	You are now listening to a dialogue.	11347
B1	dicht(1)	Unsere Fenster sind nicht dicht. Es zieht immer.	Our windows aren't sealed. There's always a draft.	2796
B1	der Dieb(1)	Ein Dieb hat mir auf dem Markt die Tasche gestohlen.	A thief stole my bag at the market.	2600
B1	dienen(1)	Solche Kontakte dienen der Verbesserung der internationalen Beziehungen.	Such contacts serve to improve international relations.	2602
B1	dienen(2)	Dieser Raum dient als Aufenthaltsraum.	This room serves as a lounge.	2602
B1	dienen(3)	Er hat der Firma viele Jahre lang gedient.	He served the company for many years.	2602
B1	der Dienst(1)	Als Krankenschwester habe ich oft Frühdienst.	As a nurse, I often have early shifts.	1948
B1	der Dienst(2)	Morgen habe ich Dienst. Deshalb kann ich nicht kommen.	I have work tomorrow, so I can't come.	1948
B1	die Diskussion(1)	Im Fernsehen gab es eine Diskussion zum Thema Kinderbetreuung.	There was a discussion on TV about the topic of childcare.	4996
B1	die Distanz(1)	Diese Firma transportiert Waren auch über große Distanzen.	This company transports goods over long distances.	7823
B1	das Dokument(1)	Hast du alle Dokumente für die Anmeldung dabei?	Do you have all the documents for the registration with you?	6780
B1	das Dokument(2)	Dieser Stein ist ein wichtiges Dokument für die alte römische Kultur.	This stone is an important document of ancient Roman culture.	6780
B1	donnern(1)	Hörst du es donnern? Das Gewitter kommt näher.	Can you hear the thunder? The storm is getting closer.	13710
B1	donnern(2)	Der Lkw donnert über die Landstraße.	The truck is thundering down the country road.	13710
B1	der Donner(1)	Der Donner kam erst lange nach dem Blitz.	The thunder came long after the lightning.	5826
B1	doppelt(1)	Das Buch habe ich doppelt.	I have the book twice.	3765
B1	Doppel-(1)	Wir hätten gern ein Doppelbett.	We would like a double bed.	10000000
B1	Doppel-(2)	Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?	Do you want a double room or a single room?	10000000
B1	diesmal(1)	Die letzten Spiele haben wir verloren. Diesmal haben wir zum Glück gewonnen.	We lost the last games. This time, luckily, we won.	1211
B1	digital(1)	Ich habe eine Digitaluhr gekauft. Die geht genauer als meine alte Uhr.	I bought a digital watch. It's more accurate than my old one.	17167
B1	das Diplom(1)	Wo kann ich mein Diplom abholen?	Where can I pick up my diploma?	14832
B1	der Direktor(1)	Ich möchte gern mit dem Direktor sprechen.	I'd like to speak with the director.	1964
B1	die Diskothek(1)	Wir gehen heute Abend in die Disko.	We're going to the disco tonight.	10000000
B1	dorthin(1)	Ich werde in fünf Minuten dort sein. Deine Tasche kannst du dorthin stellen.	I'll be there in five minutes. You can put your bag there.	1734
B1	die Dose(1)	Ich habe noch eine Dose Bohnen.	I still have a can of beans.	6557
B1	der Dreck(1)	Iss den Apfel nicht! Der lag im Dreck.	Don't eat the apple! It was lying in the dirt.	2105
B1	der Dreck(2)	Ich konnte vor lauter Dreck auf dem Fenster nichts sehen.	I couldn't see anything through the dirt on the window.	2105
B1	der Dreck(3)	Kümmere dich um deinen eigenen Dreck!	Mind your own dirt!	2105
B1	drehen(1)	Drehen Sie zum Einschalten den Schalter nach rechts.	Turn the switch to the right to turn it on.	1479
B1	drehen(2)	Die Kinder drehen sich zur Musik im Kreis.	The children are spinning around to the music.	1479
B1	drehen(3)	Bei Familie Huber dreht sich jetzt alles um das Baby.	In the Huber family, everything now revolves around the baby.	1479
B1	drin(1)	Wo wollt ihr sitzen? Draußen oder drinnen?	Where do you want to sit? Outside or inside?	433
B1	drin(2)	Bei der Hitze ist es drinnen viel angenehmer.	It's much more comfortable inside in this heat.	433
B1	drin(3)	In der Packung ist nichts mehr drin.	There's nothing left in the package.	433
B1	die Droge(1)	Nimmst du etwa Drogen?	Are you taking drugs?	7238
B1	die Drogerie(1)	Waschmittel bekommst du in der Drogerie.	You can get detergent at the drugstore.	25263
B1	der Druck(1)	Mit einem Knopfdruck schaltet man das Gerät ein.	With the push of a button, you turn on the device.	1657
B1	der Druck(2)	Wie hoch muss der Druck in den vorderen Reifen sein?	How high should the pressure be in the front tires?	1657
B1	durcheinander(1)	Alle meine Sachen sind durcheinander. Ich finde nichts mehr.	All my things are mixed up. I can't find anything.	1957
B1	durcheinander(2)	Bitte redet nicht alle durcheinander. Sonst verstehe ich nichts.	Please don't all talk at once. Otherwise, I can't understand anything.	1957
B1	der Durchschnitt(1)	Der Durchschnitt der Ausgaben liegt bei 150 Euro im Monat.	The average spending is 150 euros a month.	11918
B1	der Durchschnitt(2)	Im Durchschnitt brauchen wir täglich 20 Minuten zur Arbeit.	On average, we need 20 minutes a day to get to work.	11918
B1	der Durchschnitt(3)	Die Studentin gehört zum Durchschnitt.	The student is average.	11918
B1	durchschnittlich(1)	Die Preise sind im letzten Jahr um durchschnittlich 6 % gestiegen.	Prices rose by an average of 6% last year.	18508
B1	durstig(1)	Du bist sicher durstig. Was möchtest du trinken?	You must be thirsty. What would you like to drink?	8493
B1	duzen(1)	Wollen wir Du zueinander sagen? Ja, wir können uns gern duzen.	Shall we say Du to each other? Yes, we can use the informal you.	18857
B1	eben(1)	Ich bin eben erst angekommen.	I just arrived.	536
B1	eben(2)	Ich gebe auf. Ich habe eben kein Glück!	I give up. I just have no luck!	536
B1	ebenfalls(1)	Ich wünsche Ihnen ein schönes Wochenende. – Danke, ebenfalls.	I wish you a nice weekend. – Thank you, likewise.	2295
B1	ebenso(1)	Schöne Feiertage. – Danke, ebenso.	Happy holidays. – Thank you, likewise.	2116
B1	die e-card(1)	Haben Sie Ihre e-card dabei?	Do you have your e-card with you?	10000000
B1	eilen(1)	Es eilt sehr. Bitte machen Sie schnell.	It’s very urgent. Please hurry.	17273
B1	eilen(2)	Es eilt sehr. Bitte machen Sie schnell.	It’s very urgent. Please hurry.	17273
B1	die Eile(1)	Ich bin sehr in Eile.	I am very rushed.	3507
B1	die Eile(2)	Das hat keine Eile.	That is not urgent.	3507
B1	die ec-Karte/EC-Karte(1)	Bezahlen Sie bar? Sie können auch mit der ec-Karte zahlen.	Do you pay in cash? You can also pay with the EC card.	10000000
B1	das Eck(1)	Das Regal stellen wir hier ins Eck.	We’ll put the shelf here in the corner.	39589
B1	das Eck(2)	Das bekommen Sie im Kiosk am Eck.	You can get that at the kiosk at the corner.	39589
B1	das Eck(3)	Wo ist die Apotheke? − Gleich ums Eck.	Where is the pharmacy? − Just around the corner.	39589
B1	eckig(1)	Ich möchte einen eckigen Tisch, keinen runden.	I want a square table, not a round one.	10000000
B1	die Einbahnstraße(1)	Die Goethestraße ist jetzt eine Einbahnstraße.	Goethe Street is now a one-way street.	25948
B1	einbrechen(1)	Jemand ist in unsere Wohnung eingebrochen.	Someone broke into our apartment.	10013
B1	einbrechen(2)	Jemand ist in unsere Wohnung eingebrochen.	Someone broke into our apartment.	10013
B1	der Einbrecher(1)	Die Einbrecher haben nichts gestohlen.	The burglars didn’t steal anything.	7427
B1	die Einbrecherin(1)	Die Einbrecher haben nichts gestohlen.	The burglars didn’t steal anything.	10000000
B1	der Einbruch(1)	In der Urlaubszeit gibt es viele Wohnungseinbrüche.	During the vacation season, there are many burglaries.	4507
B1	eindeutig(1)	Das Ergebnis ist eindeutig. Du hast gewonnen.	The result is clear. You won.	2711
B1	die Ehe(1)	Sie hat zwei Kinder aus erster Ehe.	She has two children from her first marriage.	1023
B1	der Ehemann(1)	Wie heißt Ihre Ehefrau mit Vornamen?	What is your wife’s first name?	1434
B1	das Ehepaar(1)	Das Ehepaar unter uns hat zwei Kinder.	The couple below us has two children.	12648
B1	eher(1)	Ich stehe meist eher auf als mein Mann.	I usually get up earlier than my husband.	788
B1	eher(2)	Michael sieht gerne Serien, ich mag eher Krimis.	Michael likes series, I prefer crime stories.	788
B1	ehrlich(1)	Sie ist ein ehrlicher Mensch.	She is an honest person.	592
B1	ehrlich(2)	Bitte sei in dieser Sache ehrlich.	Please be honest about this.	592
B1	ehrlich(3)	Die Pause haben wir uns ehrlich verdient.	We honestly deserved the break.	592
B1	sich eignen(1)	Dieses Hotel eignet sich besonders für Familien mit Kindern.	This hotel is particularly suitable for families with children.	10000000
B1	der Eindruck(1)	Ich finde die Leute auf der Straße ziemlich unfreundlich. Wie ist dein Eindruck?	I find the people on the street quite unfriendly. What is your impression?	2404
B1	der Eindruck(2)	Ich glaube, ich habe bei dem Vorstellungsgespräch einen guten Eindruck gemacht.	I think I made a good impression at the job interview.	2404
B1	einerseits(1)	Einerseits möchte ich die Reise gern machen, andererseits ist sie zu teuer.	On one hand, I would like to go on the trip, but on the other hand, it is too expensive.	19764
B1	die Einfahrt(1)	Da parkt wieder jemand vor unserer Einfahrt.	Someone is parking in front of our driveway again.	11912
B1	die Einfahrt(2)	Können Sie nicht lesen: Einfahrt freihalten!	Can’t you read: Keep the driveway clear!	11912
B1	einfallen(1)	Mir ist wieder eingefallen, wie das Buch heißt.	I just remembered the name of the book.	3542
B1	einfallen(2)	Mir ist wieder eingefallen, wie das Buch heißt.	I just remembered the name of the book.	3542
B1	der Einfall(1)	Frag einfach meine Freundin. Sie hat immer gute Einfälle.	Just ask my friend. She always has good ideas.	13362
B1	der Einfluss(1)	Das Wetter hat Einfluss auf die Gesundheit der Menschen.	The weather has an impact on people’s health.	3131
B1	beeinflussen(1)	Dieses Ereignis hat die Wahlen beeinflusst.	This event influenced the elections.	5519
B1	einfügen(1)	Markieren Sie zuerst die Zeilen, dann kopieren drücken und dann einfügen.	First select the lines, then press “copy” and then paste.	26718
B1	einführen(1)	Dürfen wir diese Ware ins Land einführen?	Are we allowed to import this goods into the country?	14835
B1	einführen(2)	Wir haben letztes Jahr ein neues System eingeführt.	We introduced a new system last year.	14835
B1	die Einführung(1)	Leider habe ich die Einführung des Kurses verpasst.	Unfortunately, I missed the introduction of the course.	15263
B1	einheitlich(1)	Die Schüler dieser Schule tragen einheitliche Kleidung.	The students at this school wear uniform clothing.	10000000
B1	sich einigen(1)	Jeder hat einen anderen Vorschlag. Wir können uns leider nicht einigen.	Everyone has a different suggestion. Unfortunately, we cannot agree.	10000000
B1	der Einkauf(1)	Achten Sie beim Einkauf auf Sonderangebote.	Pay attention to special offers when shopping.	19966
B1	der Einkauf(2)	Ich habe alle Einkäufe erledigt. Jetzt können wir einen Kaffee trinken.	I have finished all the shopping. Now we can have a coffee.	19966
B1	das Einkommen(1)	Bei einem höheren Einkommen muss man mehr Steuern zahlen.	With a higher income, you have to pay more taxes.	10394
B1	einnehmen(1)	Wie muss ich die Tropfen einnehmen?	How should I take the drops?	5867
B1	die Einnahme(1)	Unser Geschäft läuft gut. Unsere Einnahmen waren in diesem Monat höher als im letzten.	Our business is doing well. Our revenue was higher this month than last month.	29444
B1	einrichten(1)	Ich habe meine Wohnung selbst eingerichtet.	I furnished my apartment myself.	7695
B1	einrichten(2)	Wenn Sie Fragen haben, rufen Sie uns an. Wir haben eine extra Telefonnummer eingerichtet.	If you have any questions, call us. We have set up an extra phone number.	7695
B1	die Einrichtung(1)	Deine Wohnung ist sehr gemütlich, die Einrichtung gefällt mir sehr gut.	Your apartment is very cozy, I really like the furnishings.	5323
B1	einsam(1)	Ohne meine Familie fühle ich mich ein bisschen einsam.	Without my family, I feel a bit lonely.	2291
B1	einschalten(1)	Können Sie bitte die Heizung einschalten?	Can you please turn on the heating?	7724
B1	einschließlich(1)	Alles zusammen kostet 200 Euro einschließlich Fahrtkosten.	Everything together costs 200 euros including travel expenses.	6358
B1	das Einschreiben(1)	Ich habe den Brief als Einschreiben geschickt.	I sent the letter by registered mail.	19825
B1	einsetzen(1)	Ich glaube, wir müssen jemanden einsetzen, der sich um die Organisation kümmert.	I think we need to assign someone to take care of the organization.	4250
B1	einsetzen(2)	Peter hat sich dafür eingesetzt, dass ich den Job bekomme.	Peter advocated for me to get the job.	4250
B1	einstellen(1)	Die Firma wird in diesem Jahr drei neue Leute einstellen.	The company will hire three new people this year.	3718
B1	einstellen(2)	Das Gerät ist nicht richtig eingestellt.	The device is not set correctly.	3718
B1	eintreten(1)	Letztes Jahr bin ich in einen Sportverein eingetreten.	Last year, I joined a sports club.	6773
B1	einverstanden(1)	Als Termin schlage ich den 3. Mai vor. – Gut, einverstanden!	I propose May 3rd as the date. – Okay, agreed!	1537
B1	einverstanden(2)	Bist du einverstanden, wenn wir bald nach Hause gehen?	Do you agree if we go home soon?	1537
B1	der Einwohner(1)	Berlin hat über drei Millionen Einwohner.	Berlin has over three million inhabitants.	7704
B1	die Einwohnerin(1)	Berlin hat über drei Millionen Einwohner.	Berlin has over three million inhabitants.	10000000
B1	einzahlen(1)	Ich habe gestern Geld auf mein Bankkonto eingezahlt.	I deposited money into my bank account yesterday.	34551
B1	einzahlen(2)	Sie sollten die Einzahlung pünktlich machen.	You should make the deposit on time.	34551
B1	die Einzahlung(1)	Sie sollten die Einzahlung pünktlich machen.	You should make the deposit on time.	35999
B1	einzeln(1)	Dieses Mineralwasser gibt es nur als Sechserpack, nicht einzeln.	This mineral water is only available in a six-pack, not individually.	10089
B1	einzeln(2)	Die Schüler mussten einzeln zum Schularzt kommen.	The students had to see the school doctor individually.	10089
B1	einzeln(3)	z. B. Einzelkind, Einzelzimmer	e.g. only child, single room	10089
B1	die Einzelheit(1)	Du musst mir das in allen Einzelheiten erzählen.	You need to tell me all the details.	34096
B1	einzig-(1)	Wir waren die einzigen Gäste.	We were the only guests.	10000000
B1	einzig-(2)	Das war das einzige Mal, dass ich ihn gesehen habe.	That was the only time I saw him.	10000000
B1	die Eisenbahn(1)	Die Kinder wünschen sich eine elektrische Eisenbahn.	The children want an electric train set.	9222
B1	elegant(1)	Ich finde dein Kleid sehr elegant.	I find your dress very elegant.	7186
B1	elektrisch(1)	Wir kochen nicht mit Gas, sondern elektrisch.	We cook with electricity, not gas.	23175
B1	elektronisch(1)	Wir sollten die Daten elektronisch bearbeiten, sonst dauert es zu lange.	We should process the data electronically, otherwise it will take too long.	26474
B1	empfangen(1)	Wir können mit unserem Fernseher über 30 Programme empfangen.	We can receive over 30 channels with our TV.	2862
B1	empfangen(2)	Die Gäste wurden sehr herzlich empfangen.	The guests were warmly received.	2862
B1	endgültig(1)	Damit ist das Problem endgültig gelöst.	With that, the problem is definitively solved.	4781
B1	endgültig(2)	Der endgültige Termin steht noch nicht fest.	The final date has not yet been set.	4781
B1	endgültig(3)	Das Ergebnis ist noch nicht endgültig.	The result is not yet final.	4781
B1	die Energie(1)	Wir müssen Energie sparen.	We need to save energy.	1581
B1	die Energie(2)	Abends habe ich keine Energie mehr, um Sport zu machen.	In the evening, I have no energy left to exercise.	1581
B1	der Enkel(1)	Alle meine Enkel gehen schon zur Schule.	All my grandchildren are already in school.	4162
B1	die Enkelin(1)	Alle meine Enkel gehen schon zur Schule.	All my grandchildren are already in school.	7490
B1	entdecken(1)	Ich habe in deinem Brief noch ein paar Fehler entdeckt.	I found a few mistakes in your letter.	4525
B1	entfernen(1)	Der Müll muss dringend entfernt werden.	The trash must be removed urgently.	2827
B1	entfernen(2)	Das Hotel liegt etwa 100 m vom Strand entfernt.	The hotel is about 100 meters from the beach.	2827
B1	die Entfernung(1)	Aus dieser Entfernung ist das nicht zu erkennen.	From this distance, it cannot be recognized.	4678
B1	entgegenkommen(1)	Auf dem Weg nach Hause ist mir mein Nachbar entgegengekommen.	On the way home, my neighbor came towards me.	20458
B1	entgegenkommen(2)	Können Sie mir mit dem Preis entgegenkommen?	Can you make a concession on the price?	20458
B1	enthalten(1)	Diese Schokolade enthält nur sehr wenig Zucker.	This chocolate contains very little sugar.	8929
B1	enthalten(2)	Ist die Änderung im Preis enthalten?	Is the change included in the price?	8929
B1	entlang(1)	Gehen Sie diese Straße entlang. Dann kommen Sie direkt zum Bahnhof.	Walk along this street. Then you will come directly to the train station.	1557
B1	entlassen(1)	Die Operation ist gut gelaufen. Wir können Sie nächste Woche aus dem Krankenhaus entlassen.	The operation went well. We can discharge you from the hospital next week.	1985
B1	entlassen(2)	Die Firma hat viele Mitarbeiter entlassen.	The company has laid off many employees.	1985
B1	die Entlassung(1)	Seine Entlassung aus der Firma kam überraschend.	His dismissal from the company came as a surprise.	7881
B1	entscheiden(1)	Das kann ich nicht allein entscheiden, da muss ich erst fragen.	I cannot decide that alone; I need to ask first.	1288
B1	entscheiden(2)	Für welchen Anzug haben Sie sich entschieden?	Which suit did you choose?	1288
B1	die Entscheidung(1)	Diese wichtige Entscheidung möchte ich zuerst mit meinem Mann besprechen.	I want to discuss this important decision with my husband first.	977
B1	unentschieden(1)	Es steht unentschieden zwischen den beiden Mannschaften.	It is a draw between the two teams.	11961
B1	unentschieden(2)	Ich bin noch immer unentschieden, was ich morgen tun soll.	I am still undecided about what to do tomorrow.	11961
B1	sich entschließen(1)	Mein Nachbar hat sich nun doch entschlossen, sein Auto zu verkaufen.	My neighbor has finally decided to sell his car.	10000000
B1	sich entschließen(2)	Ich bin fest entschlossen, diese Ausbildung fertigzumachen.	I am determined to complete this training.	10000000
B1	entsorgen(1)	Wie kann ich meine alte Kaffeemaschine entsorgen?	How can I dispose of my old coffee machine?	13610
B1	entspannend(1)	Der Urlaub war sehr entspannend.	The vacation was very relaxing.	26245
B1	entstehen(1)	Hier entsteht ein neues Einkaufszentrum.	A new shopping center is being built here.	7365
B1	entstehen(2)	Andere Kosten entstehen nicht.	No other costs are incurred.	7365
B1	enttäuschen(1)	Leider hat mich sein Verhalten enttäuscht.	Unfortunately, his behavior disappointed me.	4153
B1	enttäuschen(2)	Wir waren von dem Konzert sehr enttäuscht.	We were very disappointed with the concert.	4153
B1	enttäuschen(3)	Das Ergebnis war enttäuschend.	The result was disappointing.	4153
B1	die Enttäuschung(1)	Das Endspiel war eine große Enttäuschung.	The final game was a big disappointment.	7628
B1	entweder ... oder(1)	Nur einer kann gewinnen, entweder du oder ich.	Only one can win, either you or I.	10000000
B1	entwickeln(1)	Unser Sohn entwickelt sich gut in der Schule.	Our son is developing well in school.	3853
B1	entwickeln(2)	Die Firma hat ein neues Produkt entwickelt.	The company has developed a new product.	3853
B1	die Entwicklung(1)	Genug Schlaf ist wichtig für die Entwicklung Ihres Kindes.	Enough sleep is important for your child's development.	4991
B1	die Erde(1)	Die Pflanzen brauchen neue Erde.	The plants need new soil.	783
B1	die Erde(2)	Mein Sohn hat das Glas auf die Erde fallen lassen.	My son dropped the glass on the floor.	783
B1	die Erde(3)	An der Konferenz nehmen Vertreter aus fast allen Ländern der Erde teil.	Representatives from almost all countries of the world are participating in the conference.	783
B1	der Erdapfel(1)	Kann ich bitte noch Erdäpfel bekommen?	Can I please get some more potatoes?	10000000
B1	das Ereignis(1)	Alle Zeitungen haben über diese Ereignisse berichtet.	All newspapers reported on these events.	5650
B1	das Ereignis(2)	Das Konzert war ein großes Ereignis.	The concert was a major event.	5650
B1	sich ereignen(1)	Der Unfall ereignete sich am frühen Morgen.	The accident occurred early in the morning.	10000000
B1	erfahren(1)	Wann erfahren wir das Ergebnis der Prüfung?	When will we find out the result of the exam?	822
B1	erfinden(1)	Das Rad wurde vor ca. 6000 Jahren erfunden.	The wheel was invented about 6000 years ago.	6535
B1	die Erfindung(1)	Die Erfindung des Buchdrucks war sehr wichtig für die Menschen.	The invention of the printing press was very important for people.	5921
B1	der Erfolg(1)	Der Film war ein großer Erfolg.	The film was a great success.	1482
B1	der Erfolg(2)	Ich wünsche Ihnen viel Erfolg bei der Prüfung.	I wish you much success in the exam.	1482
B1	erfolgreich(1)	Mein Großvater war ein erfolgreicher Geschäftsmann.	My grandfather was a successful businessman.	2833
B1	erforderlich(1)	Hier ist die Liste der erforderlichen Zutaten für den Kuchen.	Here is the list of required ingredients for the cake.	10224
B1	erforderlich(2)	Es ist erforderlich, dass man den Pass persönlich abholt.	It is necessary to pick up the passport in person.	10224
B1	erfordern(1)	Dieser Job erfordert viel Kraft.	This job requires a lot of strength.	14434
B1	erfüllen(1)	Sie müssen den Vertrag in allen Punkten erfüllen.	You must fulfill the contract in all respects.	3118
B1	erfüllen(2)	Wir erfüllen Ihnen jeden Wunsch.	We will fulfill every wish of yours.	3118
B1	ergänzen(1)	Ergänzen Sie bitte die fehlenden Angaben.	Please fill in the missing information.	24849
B1	erhalten(1)	Ihr Schreiben vom 3. Januar haben wir erhalten.	We have received your letter of January 3rd.	1334
B1	erhöhen(1)	Die Regierung wird sicher bald wieder die Steuern erhöhen.	The government will surely raise taxes again soon.	5170
B1	erhöhen(2)	Die Zahl der Unfälle hat sich stark erhöht.	The number of accidents has increased significantly.	5170
B1	die Erhöhung(1)	Wir streiken für eine Lohnerhöhung.	We are striking for a wage increase.	22173
B1	sich erholen(1)	Im Urlaub habe ich mich sehr gut erholt.	I rested very well on vacation.	10000000
B1	sich erholen(2)	Er hat sich nach dem Unfall sehr schnell wieder erholt.	He recovered very quickly after the accident.	10000000
B1	die Erholung(1)	Ich habe zu viel gearbeitet. Jetzt brauche ich etwas Erholung.	I have worked too much. Now I need some rest.	13626
B1	die Erinnerung(1)	An diese Zeit habe ich viele schöne Erinnerungen.	I have many fond memories of that time.	1970
B1	sich erkälten(1)	Der Junge hat sich beim Baden erkältet.	The boy caught a cold while swimming.	10000000
B1	sich erkälten(2)	Ich bin stark erkältet.	I have a severe cold.	10000000
B1	die Erkältung(1)	Du hast eine schlimme Erkältung!	You have a bad cold!	9394
B1	erkennen(1)	Ich habe Roberto gleich an seiner Stimme erkannt.	I recognized Roberto immediately by his voice.	1388
B1	erkennen(2)	Auf dem Foto kann man kaum etwas erkennen.	You can hardly recognize anything in the photo.	1388
B1	erkennen(3)	Ich habe erkannt, dass es ein Fehler war, den Kurs nicht fertigzumachen.	I realized that it was a mistake not to finish the course.	1388
B1	die Erklärung(1)	Hast du schon die Steuererklärung gemacht?	Have you already done the tax return?	2014
B1	die Erklärung(2)	Die Erklärung der Lehrerin ist besser als die Erklärung im Buch.	The teacher’s explanation is better than the explanation in the book.	2014
B1	sich erkundigen(1)	Hast du dich schon nach einem Zug erkundigt?	Have you inquired about a train yet?	10000000
B1	sich erkundigen(2)	Ich möchte mich erkundigen, wie es Ihnen geht.	I would like to inquire how you are doing.	10000000
B1	erleben(1)	In unserem Urlaub haben wir viel Schönes erlebt.	We experienced a lot of wonderful things on our vacation.	2481
B1	das Erlebnis(1)	Die Reise war ein tolles Erlebnis.	The trip was a great experience.	9240
B1	erledigen(1)	Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?	These two packages need to be taken to the post office. Could you handle that for me?	1255
B1	erleichtern(1)	Ich bin erleichtert, dass alles so gut geklappt hat.	I am relieved that everything worked out so well.	10929
B1	erleichtern(2)	Das Internet erleichtert mir die Arbeit sehr.	The internet makes my work much easier.	10929
B1	ernähren(1)	Wie ernähre ich mich richtig?	How do I eat properly?	6348
B1	ernähren(2)	Meine Eltern müssen beide arbeiten, um die Familie zu ernähren.	My parents both have to work to support the family.	6348
B1	die Ernährung(1)	Ich finde eine gesunde Ernährung wichtig.	I find a healthy diet important.	13213
B1	der Essig(1)	Am Salat fehlt noch etwas Essig.	The salad needs a bit more vinegar.	16418
B1	die Etage(1)	Das Büro ist in der 3. Etage, Zimmer 305.	The office is on the 3rd floor, Room 305.	5097
B1	etwa(1)	Von hier sind es etwa zwanzig Kilometer.	It’s about twenty kilometers from here.	483
B1	etwa(2)	Von zu Hause brauche ich etwa 10 Minuten bis zur Arbeit.	It takes about 10 minutes from home to work.	483
B1	etwa(3)	Du bist doch nicht etwa krank?	You’re not sick, are you?	483
B1	eventuell(1)	Ich komme eventuell etwas später.	I might come a bit later.	4761
B1	ewig(1)	Ich warte schon ewig auf mein neues Auto!	I’ve been waiting forever for my new car!	1227
B1	der Experte(1)	Ich verstehe ein bisschen was von Computern. Aber ich bin kein Experte.	I know a little about computers, but I am not an expert.	5333
B1	der Export(1)	Hier ist die Firma Schulz, Import und Export.	This is Schulz Company, Import and Export.	36340
B1	der Export(2)	Sonja arbeitet in der Exportabteilung.	Sonja works in the export department.	36340
B1	extra(1)	Die Getränke kosten extra.	The drinks cost extra.	2401
B1	extra(2)	Warum sind Sie nicht gekommen? Ich habe extra auf Sie gewartet.	Why didn’t you come? I waited specifically for you.	2401
B1	extrem(1)	Die Prüfung war extrem schwer.	The exam was extremely difficult.	3248
B1	die Fabrik(1)	Ich arbeite in einer Autofabrik.	I work in a car factory.	3361
B1	der Fachmann(1)	Meine Schwester ist Computerfachfrau.	My sister is a computer specialist.	17693
B1	die Fachfrau(1)	Die suchen Fachleute für dieses Computerprogramm.	They are looking for experts for this computer program.	10000000
B1	die Fachleute(1)	Die suchen Fachleute für dieses Computerprogramm.	They are looking for experts for this computer program.	37598
B1	die Fähigkeit(1)	In seiner Position braucht man die Fähigkeit, andere zu überzeugen.	In his position, one needs the ability to persuade others.	4220
B1	die Fähigkeit(2)	Ich glaube, sie hat die Fähigkeit dazu.	I believe she has the ability to do that.	4220
B1	die Fähre(1)	Wir nehmen die Fähre über den Bodensee.	We take the ferry across Lake Constance.	8616
B1	die Fahrbahn(1)	Fahren Sie bitte vorsichtig. Es sind Kühe auf der Fahrbahn.	Please drive carefully. There are cows on the road.	39792
B1	das Fahrzeug(1)	Wem gehört das Fahrzeug?	Who owns the vehicle?	4459
B1	fair(1)	Ich finde, unsere Mannschaft hat sehr fair gespielt.	I think our team played very fairly.	1882
B1	der Faktor(1)	Die Creme hat einen hohen Sonnenschutzfaktor.	The cream has a high sun protection factor.	15677
B1	der Fall(1)	Was würden Sie in diesem Fall tun?	What would you do in this case?	349
B1	der Fall(2)	Rufen Sie auf jeden Fall vorher noch einmal an.	Make sure to call again in any case.	349
B1	das Faschierte(1)	Geben Sie mir bitte 500 g Faschiertes.	Please give me 500 grams of minced meat.	10000000
B1	der Fasching(1)	Dort hängt mein Kostüm für den Faschingsumzug.	There hangs my costume for the carnival parade.	10000000
B1	die Fasnacht(1)	Dort hängt mein Kostüm für den Fasnachtsumzug.	There hangs my costume for the carnival parade.	10000000
B1	fassen(1)	Sie haben den Dieb gefasst.	They have caught the thief.	1621
B1	fassen(2)	Ich habe den Entschluss gefasst, nach Wien zu ziehen.	I have made the decision to move to Vienna.	1621
B1	fällig(1)	Die Rechnung ist Ende des Monats fällig.	The bill is due at the end of the month.	7603
B1	falls(1)	Falls es regnet, machen wir kein Picknick.	If it rains, we won’t have a picnic.	572
B1	faulenzen(1)	Am Wochenende können wir faulenzen.	On the weekend we can relax.	32098
B1	der Fauteuil(1)	Ich hätte gern einen bequemen Fauteuil.	I would like a comfortable armchair.	10000000
B1	fangen(1)	Das Kind hat den Ball gefangen.	The child caught the ball.	981
